ka_full,category,system_number,system_name,ka_no,statement,ro_imp,sro_imp,status
025 K5.06,system,025,(SF5 ICE) ICE CONDENSER SYSTEM,K5.06,(025K5.06) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 ICE) ICE CONDENSER SYSTEM (CFR: 41.5 / 45.7): Borated ice,3.6,3.6,active
025 K6.01,system,025,(SF5 ICE) ICE CONDENSER SYSTEM,K6.01,"(025K6.01) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 ICE) ICE CONDENSER SYSTEM (CFR: 41.7 / 45.7): Upper and lower doors of the ice condenser",3.9,3.9,active
025 K6.02,system,025,(SF5 ICE) ICE CONDENSER SYSTEM,K6.02,"(025K6.02) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 ICE) ICE CONDENSER SYSTEM (CFR: 41.7 / 45.7): Refrigerant components",3.7,3.7,active
026 A1.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A1.01,"(026A1.01) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.5 / 45.5): Containment pressure",4,4,active
026 A1.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A1.02,"(026A1.02) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.5 / 45.5): Containment temperature and/or humidity",3.8,3.8,active
026 A1.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A1.03,"(026A1.03) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.5 / 45.5): Containment sump level",3.9,3.9,active
026 A1.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A1.04,DELETED,0,0,deleted
026 A1.05,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A1.05,"(026A1.05) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.5 / 45.5): Chemical additive tank level and concentration",3,3,active
026 A1.06,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A1.06,"(026A1.06) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.5 / 45.5): Containment spray pump cooling",3.3,3.3,active
026 A2.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.01,DELETED,0,0,deleted
026 A2.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.02,"(026A2.02) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Failure of automatic recirculation transfer (BW)",4.5,4,active
026 A2.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.03,"(026A2.03) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Failure of ESF",3.9,4.1,active
026 A2.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.04,"(026A2.04) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Failure of spray pump",3.9,4,active
026 A2.05,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.05,"(026A2.05) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Failure of chemical addition tanks to inject",3,3.4,active
026 A2.06,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.06,DELETED,0,0,deleted
026 A2.07,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.07,"(026A2.07) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Loss of containment spray pump suction when in recirculation mode",4,3.9,active
026 A2.08,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.08,"(026A2.08) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): When to secure CSS",4,3.7,active
026 A2.09,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A2.09,"(026A2.09) Ability to (a) predict the impacts of the following on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Radiation hazard potential of BWST/RWST",2.8,3,active
026 A3.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A3.01,"(026A3.01) Ability to monitor automatic features of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.7 / 45.5): Pump starts and correct valve positioning",4.1,4.1,active
026 A3.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A3.02,"(026A3.02) Ability to monitor automatic features of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM, including (CFR: 41.7 / 45.5): Verification that cooling water is supplied to the containment spray heat exchanger",3.5,3.5,active
026 A4.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A4.01,(026A4.01) Ability to manually operate and/or monitor the (SF5 CSS) CONTAINMENT SPRAY SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): CSS controls,3.9,3.9,active
026 A4.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A4.02,"(026A4.02) Ability to manually operate and/or monitor the (SF5 CSS) CONTAINMENT SPRAY SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): The remote location and use of spool pieces and other equipment to set up portable recirculation pump for additive tank, including a power supply (BW)",2.5,2.5,active
026 A4.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A4.03,(026A4.03) Ability to manually operate and/or monitor the (SF5 CSS) CONTAINMENT SPRAY SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): The remote location and use of the special tank needed for draining CSS (BW),2.5,2.5,active
026 A4.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A4.04,(026A4.04) Ability to manually operate and/or monitor the (SF5 CSS) CONTAINMENT SPRAY SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): The remote sampling of the NaOH tank and RWST for chemical analysis,2.5,2.5,active
026 A4.05,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,A4.05,(026A4.05) Ability to manually operate and/or monitor the (SF5 CSS) CONTAINMENT SPRAY SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): Containment spray actuation and/or reset switches,4,4,active
026 K1.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K1.01,(026K1.01) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): ECCS,4.1,4.1,active
026 K1.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K1.02,(026K1.02) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): Cooling water,3.6,3.6,active
026 K1.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K1.03,DELETED,0,0,deleted
026 K1.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K1.04,(026K1.04) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): Fill/makeup water (BW),3.1,3.1,active
026 K1.05,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K1.05,(026K1.05) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): ESFAS,4.1,4.1,active
026 K1.06,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K1.06,(026K1.06) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CSS) CONTAINMENT SPRAY SYSTEM and the following systems (CFR: 41.2 to 41.9 / 45.7 / 45.8): RHRS,3.6,3.6,active
026 K2.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K2.01,(026K2.01) Knowledge of electrical power supplies to the following (CFR: 41.7): (SF5 CSS) CONTAINMENT SPRAY SYSTEM Containment spray pumps,3.9,3.9,active
026 K2.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K2.02,(026K2.02) Knowledge of electrical power supplies to the following (CFR: 41.7): (SF5 CSS) CONTAINMENT SPRAY SYSTEM Motor-operated valves,3.6,3.6,active
026 K3.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K3.01,(026K3.01) Knowledge of the effect that a loss or malfunction of the (SF5 CSS) CONTAINMENT SPRAY SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): CCS,3.8,3.8,active
026 K3.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K3.02,DELETED,0,0,deleted
026 K4.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.01,"(026K4.01) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Source of water for CSS, including recirculation phase after a LOCA",4.2,4.2,active
026 K4.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.02,(026K4.02) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Corrosion control and/or iodine reduction/scavenging via the CSS,3.5,3.5,active
026 K4.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.03,(026K4.03) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Not used,0,0,active
026 K4.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.04,(026K4.04) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Reduction of temperature and pressure in containment after a LOCA by condensing steam to reduce radiological hazard and protect equipment from corrosion damage (spray),3.7,3.7,active
026 K4.05,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.05,(026K4.05) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Prevention of material from clogging nozzles during recirculation,3.4,3.4,active
026 K4.06,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.06,DELETED,0,0,deleted
026 K4.07,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.07,(026K4.07) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Adequate level in containment sump for suction,3.8,3.8,active
026 K4.08,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.08,(026K4.08) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Automatic features of the CSS valves that provide injection and/or recirculation,3.9,3.9,active
026 K4.09,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.09,(026K4.09) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Prevention of path for escape of radioactivity from containment to the outside (interlocks on RWST isolation after swapover),3.8,3.8,active
026 K4.10,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.10,(026K4.10) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Automatic start of CSS,4.1,4.1,active
026 K4.11,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K4.11,(026K4.11) Knowledge of (SF5 CSS) CONTAINMENT SPRAY SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Containment spray actuation signal actuation and/or reset,4,4,active
026 K5.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K5.01,(026K5.01) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.5 / 45.7): Water chemistry relationship to corrosion control,2.8,2.8,active
026 K5.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K5.02,DELETED,0,0,deleted
026 K5.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K5.03,"(026K5.03) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.5 / 45.7): Stratification of liquids: concentrated sodium hydroxide solution has a higher specific gravity than weak boric acid solution; therefore, the two solutions must be vigorously mixed to make an effective spray",2.5,2.5,active
026 K5.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K5.04,DELETED,0,0,deleted
026 K6.01,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.01,"(026K6.01) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.7 / 45.7): CCS motor-operated valves",3.6,3.6,active
026 K6.02,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.02,"(026K6.02) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.7 / 45.7): CSS pumps",3.9,3.9,active
026 K6.03,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.03,DELETED,0,0,deleted
026 K6.04,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.04,DELETED,0,0,deleted
026 K6.05,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.05,"(026K6.05) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.7 / 45.7): Heat exchangers",3.4,3.4,active
026 K6.06,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.06,"(026K6.06) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.7 / 45.7): ECCS",4,4,active
026 K6.07,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.07,"(026K6.07) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.7 / 45.7): ESFAS",4.1,4.1,active
026 K6.08,system,026,(SF5 CSS) CONTAINMENT SPRAY SYSTEM,K6.08,"(026K6.08) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CSS) CONTAINMENT SPRAY SYSTEM (CFR: 41.7 / 45.7): RHRS",3.5,3.5,active
027 A1.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,A1.01,"(027A1.01) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM, including (CFR: 41.5 / 45.5): Filter temperature",2.5,2.5,active
027 A2.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,A2.01,"(027A2.01) Ability to (a) predict the impacts of the following on the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): High temperature in the filter system",2.2,2.7,active
027 A4.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,A4.01,(027A4.01) Ability to manually operate and/or monitor the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): CIRS controls,2.8,2.8,active
027 A4.02,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,A4.02,DELETED,0,0,deleted
027 A4.03,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,A4.03,DELETED,0,0,deleted
027 A4.04,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,A4.04,DELETED,0,0,deleted
027 K1.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,K1.01,(027K1.01) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.7 / 45.8): CSS,3.2,3.2,active
027 K1.02,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,K1.02,(027K1.02) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM and the following systems (CFR: 41.7 to 41.9 / 45.7 / 45.8): Containment,3.1,3.1,active
027 K2.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,K2.01,DELETED,0,0,deleted
027 K3.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,K3.01,(027K3.01) Knowledge of the effect that a loss or malfunction of the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): Containment iodine,3.1,3.1,active
027 K5.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,K5.01,(027K5.01) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM (CFR: 41.7 / 45.7): Purpose of charcoal filters,2.9,2.9,active
027 K6.01,system,027,(SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM,K6.01,"(027K6.01) Knowledge of the effect of the following plant conditions, system malfunctions, or component malfunctions on the (SF5 CIRS) CONTAINMENT IODINE REMOVAL SYSTEM (CFR: 41.7 / 45.7): CSS",2.9,2.9,active
028 A1.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A1.01,"(028A1.01) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM, including (CFR: 41.5 / 45.5): Hydrogen concentration",3.2,3.2,active
028 A1.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A1.02,"(028A1.02) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM, including (CFR: 41.5 / 45.5): Containment pressure",3.2,3.2,active
028 A1.03,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A1.03,"(028A1.03) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM, including (CFR: 41.5 / 45.5): Recombiner temperature",2.8,2.8,active
028 A1.04,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A1.04,"(028A1.04) Ability to predict and/or monitor changes in parameters associated with operation of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM, including (CFR: 41.5 / 45.5): Lights and alarms",2.8,2.8,active
028 A2.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A2.01,"(028A2.01) Ability to (a) predict the impacts of the following on the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Hydrogen recombiner power setting during LOCA",3,2.6,active
028 A2.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A2.02,"(028A2.02) Ability to (a) predict the impacts of the following on the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): LOCA with significant hydrogen production",3.2,3.4,active
028 A2.03,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A2.03,"(028A2.03) Ability to (a) predict the impacts of the following on the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and (b) based on those predictions, use procedures to correct, control, or mitigate the consequences of those abnormal operations (CFR: 41.5 / 43.5 / 45.3 / 45.13): Hydrogen air concentration in excess of limit, flame propagation or detonation with resulting equipment damage in containment",3.5,3,active
028 A3.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A3.01,"(028A3.01) Ability to monitor automatic features of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM, including (CFR: 41.7 / 45.8): Containment isolation",3,3,active
028 A4.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A4.01,(028A4.01) Ability to manually operate and/or monitor the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): HRPS controls,2.8,2.8,active
028 A4.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A4.02,DELETED,0,0,deleted
028 A4.03,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,A4.03,(028A4.03) Ability to manually operate and/or monitor the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM in the control room (CFR: 41.7 / 45.5 to 45.8): Hydrogen sampling,2.7,2.7,active
028 K1.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K1.01,(028K1.01) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and the following systems (CFR: 41.9 / 45.7 / 45.8): Containment annulus ventilation system,2.6,2.6,active
028 K1.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K1.02,(028K1.02) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and the following systems (CFR: 41.9 / 45.7 / 45.8): IAS,2.5,2.5,active
028 K1.03,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K1.03,(028K1.03) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and the following systems (CFR: 41.9 / 45.7 / 45.8): CNT,3.1,3.1,active
028 K1.04,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K1.04,(028K1.04) Knowledge of the physical connections and/or cause and effect relationships between the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM and the following systems (CFR: 41.9 / 45.7 / 45.8): Containment isolation system,3.1,3.1,active
028 K2.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K2.01,(028K2.01) Knowledge of electrical power supplies to the following: (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.7) Hydrogen recombiners,2.4,2.4,active
028 K3.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K3.01,(028K3.01) Knowledge of the effect that a loss or malfunction of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): Hydrogen concentration in containment,3.1,3.1,active
028 K3.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K3.02,(028K3.02) Knowledge of the effect that a loss or malfunction of the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM will have on the following systems or system parameters (CFR: 41.7 / 45.6): CNT,2.9,2.9,active
028 K4.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K4.01,(028K4.01) Knowledge of (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Reduction of containment hydrogen concentration,3,3,active
028 K4.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K4.02,(028K4.02) Knowledge of (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM design features and/or interlocks that provide for the following (CFR: 41.7): Containment hydrogen concentration monitoring,2.8,2.8,active
028 K5.01,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K5.01,(028K5.01) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.5 / 45.7): Explosive hydrogen concentration,3.5,3.5,active
028 K5.02,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K5.02,(028K5.02) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.5 / 45.7): Flammable hydrogen concentration,3.4,3.4,active
028 K5.03,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K5.03,(028K5.03) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.5 / 45.7): Sources of hydrogen within containment,3.2,3.2,active
028 K5.04,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K5.04,DELETED,0,0,deleted
028 K5.05,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K5.05,(028K5.05) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.5 / 45.7): Containment annulus ventilation system pressure limitations,2.7,2.7,active
028 K5.06,system,028,(SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM,K5.06,(028K5.06) Knowledge of the operational implications or cause and effect relationships of the following concepts as they apply to the (SF5 HRPS) HYDROGEN RECOMBINER AND PURGE CONTROL SYSTEM (CFR: 41.5 / 45.7): Location and interpretation of containment pressure indications,3.1,3.1,active
